topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,issue_id
0.0004975124378110919,0.0004975124378110919,0.0004975124378110919,0.0004975124378110919,0.0004975124378110919,0.9955223880597001,0.0004975124378110919,0.0004975124378110919,0.0004975124378110919,0.0004975124378110919,MAPREDUCE-5995
0.00033222591362135474,0.00033222591362135474,0.6125101295687497,0.00033222591362135474,0.00033222591362135474,0.00033222591362135474,0.3848320631222794,0.00033222591362135474,0.00033222591362135474,0.00033222591362135474,MAPREDUCE-5989
0.0003436426116839376,0.0003436426116839376,0.0003436426116839376,0.415947996464078,0.0003436426116839376,0.0003436426116839376,0.0003436426116839376,0.34315448298004664,0.0003436426116839376,0.2384920222740878,MAPREDUCE-5951
0.0003215434083602855,0.0003215434083602855,0.0003215434083602855,0.0003215434083602855,0.17030633683193797,0.0003215434083602855,0.4447762444907757,0.0003215434083602855,0.0003215434083602855,0.3826666148187643,MAPREDUCE-5899
0.0002695417789757987,0.0002695417789757987,0.0002695417789757987,0.0002695417789757987,0.0002695417789757987,0.997574123989218,0.0002695417789757987,0.0002695417789757987,0.0002695417789757987,0.0002695417789757987,MAPREDUCE-5910
0.382849553624512,0.00041493775933616967,0.00041493775933616967,0.00041493775933616967,0.40678813106038486,0.20745775099974978,0.00041493775933616967,0.00041493775933616967,0.00041493775933616967,0.00041493775933616967,MAPREDUCE-5891
0.44329410927465357,0.3713574067310398,0.18302290259895737,0.00033222591362132834,0.00033222591362132834,0.00033222591362132834,0.00033222591362132834,0.00033222591362132834,0.00033222591362132834,0.00033222591362132834,MAPREDUCE-5890
0.0005235602094241507,0.0005235602094241507,0.0005235602094241507,0.0005235602094241507,0.0005235602094241507,0.0005235602094241507,0.719140850531447,0.0005235602094241507,0.0005235602094241507,0.2766706677931599,MAPREDUCE-5887
0.0005235602094241906,0.08659906544912152,0.0005235602094241906,0.0005235602094241906,0.0005235602094241906,0.5426294166695713,0.0005235602094241906,0.0005235602094241906,0.3671065964153377,0.0005235602094241906,MAPREDUCE-5871
0.0002079002079002262,0.20350647938817676,0.0002079002079002262,0.0002079002079002262,0.0002079002079002262,0.0002079002079002262,0.0002079002079002262,0.3970568706756425,0.3979813484808792,0.0002079002079002262,MAPREDUCE-5870
0.19816217977561054,0.0003322259136213427,0.0003322259136213427,0.0003322259136213427,0.21361227498908372,0.0003322259136213427,0.0003322259136213427,0.0003322259136213427,0.40933125726329517,0.1769009324902826,MAPREDUCE-5786
0.12125214782273723,0.0005235602094242615,0.0005235602094242615,0.0005235602094242615,0.0005235602094242615,0.22635644685153286,0.0005235602094242615,0.48071725484642325,0.168532789222761,0.0005235602094242615,MAPREDUCE-5712
0.28206233773411127,0.00039840637450204664,0.00039840637450204664,0.00039840637450204664,0.00039840637450204664,0.00039840637450204664,0.00039840637450204664,0.00039840637450204664,0.7147504112698723,0.00039840637450204664,MAPREDUCE-5691
0.0005235602094241539,0.0005235602094241539,0.0005235602094241539,0.0005235602094241539,0.0005235602094241539,0.46588376672862464,0.0005235602094241539,0.529927751595982,0.0005235602094241539,0.0005235602094241539,MAPREDUCE-5651
8.688097306692503e-05,8.688097306692503e-05,8.688097306692503e-05,8.688097306692503e-05,0.40507537158517104,0.5942295806302935,8.688097306692503e-05,8.688097306692503e-05,8.688097306692503e-05,8.688097306692503e-05,MAPREDUCE-5672
0.0003436426116838902,0.0003436426116838902,0.0003436426116838902,0.9969072164948448,0.0003436426116838902,0.0003436426116838902,0.0003436426116838902,0.0003436426116838902,0.0003436426116838902,0.0003436426116838902,MAPREDUCE-5663
0.0006622516556291888,0.2736618954193807,0.0006622516556291888,0.0006622516556291888,0.0006622516556291888,0.0006622516556291888,0.0006622516556291888,0.7210400913355859,0.0006622516556291888,0.0006622516556291888,MAPREDUCE-5658
0.056880198731228716,6.131207847948651e-05,6.131207847948651e-05,0.37406628233491,6.131207847948651e-05,6.131207847948651e-05,6.131207847948651e-05,6.131207847948651e-05,0.21886547555009467,0.34982017091288975,MAPREDUCE-5646
0.046561470888237984,4.670714619337506e-05,4.670714619337506e-05,4.670714619337506e-05,4.670714619337506e-05,0.13430345940527902,4.670714619337506e-05,4.670714619337506e-05,0.8188081196831294,4.670714619337506e-05,MAPREDUCE-5643
0.0024390243902440226,0.9780487804878041,0.0024390243902440226,0.0024390243902440226,0.0024390243902440226,0.0024390243902440226,0.0024390243902440226,0.0024390243902440226,0.0024390243902440226,0.0024390243902440226,MAPREDUCE-5633
0.0003115264797508635,0.30037749269224634,0.6971302954697469,0.0003115264797508635,0.0003115264797508635,0.0003115264797508635,0.0003115264797508635,0.0003115264797508635,0.0003115264797508635,0.0003115264797508635,MAPREDUCE-5615
0.0001848428835490998,0.0001848428835490998,0.0001848428835490998,0.0001848428835490998,0.2530445574333368,0.0001848428835490998,0.09210538381108506,0.0001848428835490998,0.6535561585707346,0.0001848428835490998,MAPREDUCE-5605
0.00018832391713751457,0.00018832391713751457,0.15412269735421058,0.00018832391713751457,0.00018832391713751457,0.00018832391713751457,0.00018832391713751457,0.00018832391713751457,0.8443707113086893,0.00018832391713751457,MAPREDUCE-5583
0.00015360983102921425,0.00015360983102921425,0.00015360983102921425,0.00015360983102921425,0.00015360983102921425,0.00015360983102921425,0.9986175115207369,0.00015360983102921425,0.00015360983102921425,0.00015360983102921425,MAPREDUCE-5577
0.0001848428835490055,0.0001848428835490055,0.0001848428835490055,0.0001848428835490055,0.3064185919811195,0.0001848428835490055,0.0001848428835490055,0.31493628465940504,0.37735122317463227,0.0001848428835490055,MAPREDUCE-5553
